participant_id,group,hours,measurement_before,measurement_after
104,A,0.86,57.33,60.97
105,A,4.33,54.63,55.27
106,B,4.14,61.13,70.89
107,A,3.09,50.65,58.1
108,B,2.92,42.01,55.18
109,B,4.5,44.15,48.31
110,A,1.34,45.56,42.4
111,A,3.73,57.48,62.1
112,B,1.76,38.29,42.71
113,B,2.64,59.54,62.64
114,A,3.71,41.81,44.3
115,A,2.82,47.2,53.32
116,A,4.01,54.39,59.67
117,A,5.15,42.46,48.61
118,A,3.87,56.66,70.15
119,A,5.0,47.56,47.94
120,B,2.38,63.93,70.62
121,B,2.99,33.2,36.5
122,B,2.77,55.51,61.54
123,A,4.07,55.89,58.53
124,B,3.1,45.07,53.24
125,B,3.14,62.89,68.38
126,B,4.17,37.93,43.05
127,A,3.3,45.77,50.85
128,A,2.85,46.32,47.82
129,B,5.11,49.46,50.63
130,A,0.53,38.82,38.32
131,B,6.34,52.16,59.12
132,A,3.63,59.58,65.87
133,B,4.59,56.03,58.89
134,B,4.41,37.97,40.81
135,A,3.21,43.91,52.87
136,B,3.63,40.72,38.96
137,A,2.53,58.77,56.71
138,B,4.19,42.18,49.42
139,B,0.5,45.62,45.09
140,B,4.92,35.47,36.13
141,A,2.71,47.2,54.89
142,B,2.46,44.24,53.88
143,A,2.93,52.88,60.03
144,A,3.22,45.31,51.38
145,B,2.69,46.76,49.65
146,A,3.28,39.17,45.63
147,B,3.63,56.12,61.26
148,B,2.45,47.8,49.81
149,A,5.03,49.48,50.24
150,A,3.91,40.23,38.48
151,A,3.61,47.32,49.42
152,B,3.02,53.92,51.31
153,A,2.45,60.56,53.68
154,A,3.76,35.01,40.49
155,A,3.15,58.08,60.45
156,B,3.85,55.88,61.6
157,A,3.23,67.16,69.08
158,B,1.78,39.89,42.4
159,B,4.86,57.77,66.8
160,A,2.41,44.76,56.11
161,A,2.57,45.83,52.49
162,A,3.25,52.45,53.96
163,B,5.13,66.42,71.57
164,A,2.38,54.19,61.16
165,B,1.98,38.61,40.42
166,B,2.82,45.58,45.91
167,B,2.72,57.12,57.93
168,B,1.63,58.27,57.53
169,A,1.76,60.97,56.85
170,B,2.84,64.03,67.95
171,A,3.43,57.16,62.22
172,A,2.9,36.88,43.21
173,A,4.95,67.79,76.21
174,A,2.79,59.43,64.05
175,B,3.6,62.99,66.39
176,B,2.94,47.56,46.79
177,B,1.87,47.55,52.6
178,A,4.6,43.15,49.04
179,B,2.97,45.46,44.13
180,B,1.26,70.83,75.05
181,A,0.5,48.99,55.67
182,B,3.46,42.99,45.7
183,A,3.85,57.61,62.22
184,A,4.23,59.97,60.13
185,A,2.98,46.92,57.05
186,A,3.47,61.41,67.71
187,B,2.77,50.91,47.44
188,B,2.88,39.51,44.11
189,B,3.14,53.38,62.29
190,B,1.88,41.71,42.03
191,B,3.32,42.64,45.37
192,A,1.79,70.37,77.16
193,B,4.46,48.29,52.38
194,B,3.6,52.83,55.27
195,B,2.53,41.23,46.03
196,A,4.38,51.37,55.96
197,A,4.31,32.84,35.37
198,B,3.26,53.91,62.15
199,B,0.87,52.82,61.71
200,B,2.08,47.76,55.89
201,B,4.77,58.51,71.84
202,B,1.92,51.85,51.57
203,B,3.66,40.86,49.59
204,A,3.37,55.26,57.48
205,A,3.41,62.3,72.17
206,A,3.44,40.54,44.62
207,A,3.55,43.44,49.77
208,A,2.52,61.75,59.0
209,A,3.95,69.05,77.84
210,A,2.38,59.22,59.09
211,A,2.06,48.14,56.53
212,B,3.18,36.32,36.71
213,B,3.71,32.37,28.59
214,A,3.22,38.08,43.69
215,A,2.38,50.19,51.82
216,B,4.06,43.76,51.43
217,A,2.18,46.12,50.87
218,A,3.32,32.62,38.26
219,A,2.5,58.52,66.62
220,A,3.46,43.31,46.66
221,B,3.58,50.15,61.24
222,B,4.6,53.07,55.91
223,B,4.58,37.95,44.2
224,B,1.57,37.83,39.81
225,A,2.38,28.06,34.95
226,B,3.96,43.83,53.28
227,B,3.89,54.73,59.64
228,A,4.66,63.0,65.68
229,A,3.81,43.53,51.98
230,A,3.16,33.82,30.64
231,A,2.27,42.3,45.65
232,B,4.36,54.58,59.69
233,B,5.1,60.87,69.55
234,A,2.37,45.44,45.98
235,B,2.46,41.26,48.09
236,A,3.01,58.39,53.58
237,B,4.14,61.72,69.97
238,A,1.96,50.76,56.98
239,B,4.18,49.75,48.06
240,B,2.55,45.16,47.37
241,B,3.15,61.89,70.25
242,B,4.5,53.27,60.93
243,B,0.96,55.85,59.99
244,B,1.78,48.79,46.6
245,A,2.79,49.46,47.7
246,B,3.37,40.81,49.84
247,A,4.15,48.23,49.88
