participant_id,group,hours,measurement_before,measurement_after
125,A,2.77,59.61,63.18
126,B,2.55,61.89,66.54
127,B,5.2,50.65,53.11
128,B,4.09,48.59,52.22
129,B,5.09,42.2,46.38
130,B,3.45,40.4,43.65
131,B,4.43,70.14,72.35
132,A,2.32,54.26,55.55
133,A,3.81,52.73,55.91
134,A,1.72,41.3,35.19
135,B,1.78,44.34,44.99
136,A,4.09,58.18,63.16
137,A,2.04,62.74,65.35
138,B,2.96,49.37,55.34
139,A,0.74,54.34,54.35
140,A,2.33,41.65,45.86
141,B,3.83,52.64,56.71
142,B,2.36,49.48,46.04
143,B,1.34,55.49,52.04
144,B,3.26,49.49,51.75
145,A,1.68,49.95,54.79
146,A,3.56,44.85,44.83
147,B,2.54,38.88,43.58
148,A,2.76,54.16,55.79
149,B,4.61,62.21,64.35
150,A,4.78,50.09,56.18
151,A,3.32,53.52,58.34
152,A,3.25,55.05,55.96
153,B,1.55,58.38,61.66
154,B,2.99,55.58,62.54
155,B,2.28,51.89,54.22
156,B,3.97,44.91,47.74
157,B,2.8,53.84,55.77
158,B,3.52,46.36,51.03
159,B,2.84,56.56,59.06
160,A,4.19,61.95,67.84
161,B,1.45,63.98,63.49
162,A,2.93,44.77,45.31
163,B,4.31,54.57,61.14
164,B,3.46,47.53,51.3
165,B,1.62,43.92,47.42
166,A,2.79,52.82,57.16
167,B,3.9,70.06,72.08
168,A,4.39,44.9,48.14
169,B,3.74,46.93,49.34
170,B,3.55,44.72,48.35
171,B,3.17,59.4,56.57
172,B,4.13,52.93,60.12
173,B,1.0,48.5,47.92
174,A,1.91,48.65,50.76
175,A,3.18,52.08,52.9
176,B,3.77,54.09,57.32
177,B,2.6,61.81,63.01
178,B,4.28,50.25,55.46
179,B,1.81,47.65,50.63
180,A,2.72,52.99,58.01
181,A,2.78,46.04,49.91
182,A,3.78,47.99,48.52
183,B,4.14,51.3,53.27
184,B,3.09,45.32,49.23
185,B,0.5,43.97,44.69
186,B,1.03,48.52,48.67
187,A,4.66,39.87,43.0
188,B,3.47,57.1,57.65
189,A,3.11,48.86,49.99
190,A,3.61,48.14,52.36
191,A,4.17,56.44,58.41
192,B,3.05,49.64,53.83
193,B,2.65,36.45,37.65
194,A,2.79,58.14,63.25
195,B,3.96,53.38,57.53
196,A,1.66,37.53,37.43
197,B,3.8,72.36,75.45
198,B,2.76,57.73,63.98
199,A,3.42,49.8,54.67
200,A,2.14,58.0,62.23
201,B,5.38,53.43,63.97
202,A,2.24,61.64,66.7
203,B,2.91,47.13,49.92
204,B,3.93,40.44,45.01
