participant_id,group,hours,measurement_before,measurement_after
171,A,2.56,56.41,62.92
172,B,3.13,41.68,43.98
173,B,3.2,39.9,38.69
174,A,3.68,48.03,47.67
175,A,5.55,61.3,61.03
176,A,3.02,45.83,49.03
177,A,3.75,56.47,59.41
178,A,1.8,57.05,63.55
179,A,3.4,43.33,45.81
180,B,2.43,54.19,59.06
181,B,4.23,55.55,58.86
182,A,3.07,53.94,52.99
183,A,4.11,46.7,49.26
184,B,3.23,44.92,45.2
185,B,1.0,42.24,48.84
186,B,2.87,51.03,54.71
187,A,4.63,54.82,54.73
188,B,2.55,54.78,58.19
189,A,3.65,50.27,49.39
190,A,3.29,41.32,44.03
191,A,3.59,40.7,45.74
192,A,2.68,54.96,59.45
193,A,1.16,39.61,42.55
194,B,4.05,56.45,54.13
195,B,2.82,37.39,43.48
196,B,2.47,61.18,67.88
197,A,0.5,53.18,58.68
198,A,1.82,57.14,58.4
199,B,2.96,50.71,54.15
200,A,2.66,57.48,61.59
201,A,2.6,53.48,51.33
202,A,1.32,36.63,40.29
203,A,1.45,64.6,66.88
204,A,3.22,51.82,56.38
205,A,2.03,55.11,60.69
206,B,4.43,53.27,52.74
207,A,4.45,49.97,50.16
208,B,2.99,56.9,58.88
209,A,3.59,43.08,43.85
210,A,2.29,30.32,34.74
211,A,1.14,36.15,39.89
212,B,2.21,44.51,50.8
213,B,2.53,43.2,45.45
214,A,1.76,59.3,65.51
215,B,4.57,55.72,56.42
216,A,1.56,34.19,37.18
217,B,4.51,47.07,47.15
218,B,3.1,44.75,50.55
219,B,3.52,37.96,42.29
220,A,3.05,44.79,46.02
221,B,4.75,47.84,51.21
222,B,5.14,55.14,54.97
