participant_id,group,hours,measurement_before,measurement_after
77,B,3.68,51.47,61.18
78,B,1.17,58.66,62.65
79,A,2.63,39.03,45.3
80,A,5.89,37.67,44.16
81,B,3.09,48.73,55.7
82,A,3.13,59.92,65.23
83,B,3.48,52.39,54.73
84,A,3.98,58.46,65.83
85,B,2.93,30.0,35.04
86,A,1.67,39.25,36.9
87,B,2.36,35.97,38.23
88,B,2.35,48.74,52.53
89,B,1.63,61.4,60.5
90,B,2.88,60.01,64.67
91,B,1.3,48.13,50.84
92,B,4.59,48.07,54.32
93,B,3.54,67.35,76.95
94,A,3.91,61.06,66.42
95,A,2.77,42.55,49.16
96,A,2.92,59.87,65.38
97,A,3.15,49.84,51.22
98,A,2.92,56.51,57.43
99,B,4.39,62.7,68.67
100,A,4.07,38.3,40.97
101,B,5.96,42.76,53.0
102,B,3.94,75.0,83.8
103,A,3.15,53.52,56.42
104,B,2.07,46.24,50.95
105,A,2.68,30.5,35.43
106,B,2.82,41.81,46.2
107,B,2.09,52.59,57.82
108,A,3.6,51.2,55.01
109,B,1.67,67.27,70.09
110,A,3.98,44.05,46.87
111,A,2.95,58.21,61.65
112,B,3.84,44.48,48.93
113,B,4.67,33.08,45.63
114,A,1.32,38.18,35.69
115,A,3.67,44.13,51.02
116,A,4.16,44.33,49.45
117,B,3.19,47.9,52.33
118,A,0.64,49.57,50.21
119,B,3.72,71.9,76.77
120,A,1.83,58.79,59.58
121,A,2.63,47.93,52.94
122,B,3.34,50.82,53.36
123,A,2.68,38.09,43.15
124,A,3.33,58.16,59.48
125,A,3.92,40.83,43.46
126,B,1.43,54.85,57.48
127,B,3.24,51.4,54.22
128,A,1.55,48.43,49.06
129,A,3.51,52.88,53.7
130,B,4.09,56.63,66.59
131,B,0.95,45.38,47.27
132,A,5.51,57.71,67.06
133,A,2.19,49.79,50.94
134,B,2.54,52.49,56.66
135,B,3.91,59.43,65.54
136,B,4.85,37.99,45.9
137,B,3.2,59.32,62.86
138,B,2.05,60.17,64.91
139,B,3.53,60.69,67.73
140,A,3.38,37.14,40.26
141,B,5.4,51.95,59.7
142,B,3.89,57.06,62.35
143,A,3.49,40.17,43.75
144,A,2.84,63.26,68.07
145,A,1.95,40.97,43.85
146,A,2.55,43.4,47.45
147,B,2.88,41.85,46.0
148,A,3.97,52.81,60.71
149,A,3.43,50.61,52.92
150,A,3.8,53.3,59.56
151,A,3.13,47.31,52.17
152,A,2.82,33.13,32.95
153,A,1.96,48.93,52.17
154,A,4.1,45.28,52.04
155,A,3.29,56.96,65.51
156,A,2.8,45.45,49.34
157,B,1.33,43.08,44.78
158,B,2.37,50.85,53.54
159,A,2.43,33.33,33.85
160,A,2.97,44.95,52.78
161,B,2.02,47.28,51.4
162,B,2.29,45.12,48.86
163,B,1.67,43.01,48.84
164,B,2.79,46.83,51.5
165,A,2.39,69.17,74.91
166,B,1.97,51.6,53.9
167,A,4.08,56.36,58.48
168,A,4.83,58.48,64.64
169,A,2.41,55.9,55.09
170,A,4.37,36.95,45.47
171,B,1.94,57.88,60.96
172,B,3.68,53.63,59.87
173,A,2.34,34.14,31.29
174,B,4.88,57.23,67.19
175,A,1.8,67.17,70.08
176,A,2.41,57.92,62.78
177,A,2.36,44.98,50.69
178,B,6.13,55.49,63.21
179,B,4.22,46.89,57.09
180,B,3.6,58.25,68.56
181,A,4.08,59.21,62.97
182,B,3.86,34.42,43.44
183,B,2.35,45.97,51.66
184,B,3.62,36.17,40.41
185,B,1.5,62.81,67.63
186,B,5.05,52.17,61.22
187,A,4.83,60.55,70.05
188,A,3.26,55.06,59.42
189,A,0.68,59.39,60.23
190,B,3.04,59.16,66.33
191,A,2.18,60.54,67.56
192,A,4.27,47.45,51.27
193,A,2.9,46.79,52.12
194,B,2.28,47.95,51.48
195,A,1.58,51.7,50.37
196,B,2.89,50.3,54.36
197,A,3.04,57.35,61.68
198,B,2.54,45.99,53.16
199,A,3.41,48.6,54.43
200,B,2.44,48.39,54.23
