participant_id,group,hours,measurement_before,measurement_after
151,B,2.84,32.46,38.83
152,A,3.43,51.95,56.15
153,B,2.46,45.9,45.32
154,B,3.48,51.2,52.64
155,A,3.11,62.01,64.4
156,A,3.48,61.63,62.83
157,A,3.9,68.12,70.45
158,B,5.04,55.37,58.72
159,A,1.9,46.64,52.83
160,B,3.66,58.81,63.0
161,A,5.84,57.88,63.77
162,A,2.13,45.28,51.0
163,A,4.32,54.37,56.22
164,B,3.31,49.35,46.0
165,B,2.84,56.63,62.22
166,A,1.53,51.8,62.18
167,B,5.9,46.65,53.52
168,A,3.3,59.62,62.49
169,A,1.98,52.6,49.69
170,B,2.83,52.71,54.55
171,B,0.5,63.0,65.24
172,B,3.77,53.35,54.63
173,A,3.21,54.41,62.01
174,B,2.64,59.1,66.61
175,A,3.71,40.39,45.08
176,B,2.49,69.8,73.04
177,A,2.94,66.72,64.72
178,A,3.53,55.2,62.17
179,B,1.7,44.63,46.41
180,A,3.17,56.46,55.23
181,A,5.71,57.61,56.83
182,B,3.73,59.92,72.39
183,B,2.23,60.8,74.14
184,B,3.28,44.82,49.89
185,A,3.34,52.78,59.43
186,B,2.9,44.34,45.51
